Choice|ITEM_BRG|NAMA_BRG|PACKING|HARGA|PARTAI|cl_na|Swatch_PRINT|ID
0|Y8152-B961-6D/FROG|1PC FROG|84 DZ|Rp.25,500/DZ|NEW AGUSTUS||Y8152-B961-6D-FROG|647328
0|T2404-3330/BX|B/O SMOKING T-REX/SOUND+LIGHT|36 PC|Rp.75,000/PC|NEW AGUSTUS||T2404-3330-BX|647329
1|S2924-60152A/BX|R/C ACTION T-REX/SMOKE W/SOUND+L|18 PC|Rp.130,000/PC|NEW SEPTEMBER||S2924-60152A-BX|647330
1|S3566-0312-B/BC|AVENGERS BINOCULAR|21 DZ|Rp.108,000/DZ|NEW SEPTEMBER||S3566-0312-B-BC|647332
1|S3566-0315-C|AVENGERS BINOCULAR|24 DZ|Rp.93,000/DZ|NEW SEPTEMBER||S3566-0315-C|647333
1|S4239-0152-4/BC|CARRIAGE PONY  W/PONY SET|10 DZ|Rp.165,000/DZ|NEW SEPTEMBER||S4239-0152-4-BC|647334
1|S4323-3981A-7/MK|F/C HAULER+2CONST+F-1 |10 DZ|Rp.165,000/DZ|NEW SEPTEMBER||S4323-3981A-7-MK|647335
1|S4507-0168D-90P/BC|B/O SPIDERMAN TRAIN SET|16 DZ|Rp.135,000/DZ|NEW SEPTEMBER||S4507-0168D-90P-BC|647336
1|S4507-168D80-12/WB|B/O AVENGERS TRAIN SET|12 DZ|Rp.150,000/DZ|NEW SEPTEMBER||S4507-168D80-12-WB|647337
1|S4574-0010-2+3/BC|AMUSEMENT PARK 2ASST|12 DZ|Rp.165,000/DZ|NEW SEPTEMBER||S4574-0010-2+3-BC|647338
1|S4574-0010-4/BC|AMUSEMENT PARK|12 DZ|Rp.135,000/DZ|NEW SEPTEMBER||S4574-0010-4-BC|647339
1|S4611-0715/BC|KITTY TOASTER|12 DZ|Rp.150,000/DZ|NEW SEPTEMBER||S4611-0715-BC|647340
1|S4746-0219-1ABC/BC|DOCTOR SET 3ASST|36 DZ|Rp.54,000/DZ|NEW SEPTEMBER||S4746-0219-1ABC-BC|647341
1|S4823-71022-62/BC|SATAY BBQ PLAYSET|10 DZ|Rp.126,000/DZ|NEW SEPTEMBER||S4823-71022-62-BC|647342
1|S4914-9435/BC|B/O FROZEN CASTLE W/MUSIC+LIGHT|4 DZ|Rp.390,000/DZ|NEW SEPTEMBER||S4914-9435-BC|647343
0|S5377-0743-3/DB|B/O REAL HAIRDRYER+ACC|4 DZ|Rp.450,000/DZ|NEW AGUSTUS 2||S5377-0743-3-DB|647346
0|S5113-0381/WB|B/O KITCHEN SET W/MUSIC+LIGHT|24 PC|Rp.75,000/PC|READY S2||S5113-0381-WB|647347
1|R2033-2239A/DB|DOCTOR TAS PLAYSET|6 DZ|Rp.360,000/DZ|NEW SEPTEMBER||R2033-2239A-DB|649108
0|S4939-0005/BC|TRANSFORMER|6 DZ|Rp.375,000/DZ|READY S2||S4939-0005-BC|647348
0|S2449-3278/WB|R/C 4FC BATMOBILE|48 PC|Rp.62,500/PC|NEW JUNI 2||S2449-3278-WB|647349
0|Y9942-6001/PVC|ANIMAL TRAIN BLOCK|8 DZ|Rp.300,000/DZ|NEW JULI 2||Y9942-6001-PVC|647350
0|Y6206-CB688-1/WB|B/O CASTLE PLAYSET/MUSIC+LIGHT|60 PC|Rp.40,000/PC|NEW JULI 2||Y6206-CB688-1-WB|647351
0|Y3971-3610E|MAGNET DRAW-THOMAS+2ACCS|12 DZ|Rp.225,000/DZ|NEW AGUSTUS 2||Y3971-3610E|647352
0|R5390-0368B-2/BX|B/O 3D AVENGER BUS/SOUND+LIGHT|6 DZ|Rp.420,000/DZ|NEW JUNI||R5390-0368B-2-BX|647353
0|AQ001-02-1804/BX|RAIDER AIRCRAFT|240 PC|Rp.10,000/PC|QMAN||AQ001-02-1804-BX|647354
0|S3428-0051-26-34-37|ANIMAL PLAYSET 3ASST|30 DZ|Rp.78,000/DZ|NEW AGUSTUS 2||S3428-0051-26-34-37|647355
0|Y6979-0889-142/WB|B/O FISHING GAME W/MUSIC|8 DZ|Rp.270,000/DZ|READY Y4||Y6979-0889-142-WB|647356
0|T9840-0249K5/PVC|24PC SNAKES SET|30 DZ|Rp.84,000/DZ|READY T5||T9840-0249K5-PVC|647357
0|Y7980-175B-3+CH/WB|R/C FIRE FIGHTER TRUCK+CHARGER|30 PC|Rp.90,000/PC|NEW JULI 2||Y7980-175B-3+CH-WB|647358
0|Y8013-3610G|MAGNET DRAW. BOARD+3ACCS|12 DZ|Rp.180,000/DZ|READY Y5||Y8013-3610G|647359
0|Y4470-789-908A+CH/WB|R/C 4FC CONST. TRUCK W/LIGHT|30 PC|Rp.85,000/PC|NEW MEI||Y4470-789-908A+CH-WB|647360
0|Y4143-0929-5+CH/WB|R/C 4FC CRAWLER+NEON WHEELS|36 PC|Rp.80,000/PC|NEW JUNI||Y4143-0929-5+CH-WB|647361
0|Y5726-0400-5/WB|METAL FIGHTER PLANE|14 DZ|Rp.120,000/DZ|NEW JUNI||Y5726-0400-5-WB|647362
0|R6979-9989-2M/BX|B/O FISHING GAME 15F/MUSIC|5 DZ|Rp.510,000/DZ|NEW JUNI||R6979-9989-2M-BX|647363
0|T0254-0283F/PVC|8 PCS DINO SET|6 DZ|Rp.285,000/DZ|NEW JUNI|ANIMALS|T0254-0283F-PVC|647364
0|R6577-0698-05B/WB|5PC NEW METAL RACER|8 DZ|Rp.390,000/DZ|READY H||R6577-0698-05B-WB|647365
0|R6608-8158/WB|B/O SLEEP BABY DOLL+IC/SOUND|24 PC|Rp.70,000/PC|NEW JULI||R6608-8158-WB|647366
1|R7259-0206C|BIG TARANULA|24 DZ|Rp.93,000/DZ|NEW SEPTEMBER||R7259-0206C|649109
1|S5293-0600-1A|P/B CONSTRUCTION TRUCK|40 DZ|Rp.48,000/DZ|NEW SEPTEMBER||S5293-0600-1A|647165
1|S5293-0600-2A|P/B FIRE TRUCK|40 DZ|Rp.48,000/DZ|NEW SEPTEMBER||S5293-0600-2A|647166
1|S5402-6668-6/BC|DESSERTS PLAYSET|10 DZ|Rp.186,000/DZ|NEW SEPTEMBER||S5402-6668-6-BC|647173
1|S5552-0005-1A+U/BX|B/O 1-MIC FRZ-LOL W/MUSIC+LIGHT|36 PC|Rp.55,000/PC|NEW SEPTEMBER||S5552-0005-1A+U-BX|647174
1|S5552-0005-2U+W/BX|B/O 2-MIC LOL-KT W/MUSIC+LIGHT|36 PC|Rp.62,500/PC|NEW SEPTEMBER||S5552-0005-2U+W-BX|647175
1|S5552-0005-3A+L/BX|B/O 1-MIC PRC-FRZ W/MUSIC|36 PC|Rp.52,500/PC|NEW SEPTEMBER||S5552-0005-3A+L-BX|647176
1|S5552-0005-3E+H/BX|B/O 1-MIC AVG-SPD W/MUSIC|36 PC|Rp.52,500/PC|NEW SEPTEMBER||S5552-0005-3E+H-BX|647177
1|S5552-0005-4E+H/BX|B/O 2-MIC AVG-SPD W/MUSIC|36 PC|Rp.60,000/PC|NEW SEPTEMBER||S5552-0005-4E+H-BX|647178
1|S5900-0789-96/NET|BEACH SET + EMBER|16 DZ|Rp.84,000/DZ|NEW SEPTEMBER||S5900-0789-96-NET|647521
1|T5315-1031-2B/BC|BEAUTY SET W/PURSE|14 DZ|Rp.120,000/DZ|NEW SEPTEMBER||T5315-1031-2B-BC|647509
1|T5399-0010A/NET|10CM BASKETBALL SET|24 DZ|Rp.93,000/DZ|NEW SEPTEMBER||T5399-0010A-NET|647510
1|T8690-0011|BUTTERFLY BABY RATTLE|30 DZ|Rp.54,000/DZ|NEW SEPTEMBER||T8690-0011|647251
1|Y5949-F283/BC|DINO PLAYSET (PADAT)|28 DZ|Rp.90,000/DZ|NEW SEPTEMBER||Y5949-F283-BC|648535
1|Y9341-688-101E/BX|B/O BUILD BLOCK TRACK/MUSIC+LIGHT|24 PC|Rp.100,000/PC|NEW SEPTEMBER||Y9341-688-101E-BX|647987
1|Y9840-0258-43/BC|4PC SPIDER KARET|60 DZ|Rp.36,000/DZ|NEW SEPTEMBER||Y9840-0258-43-BC|647988
1|Y9929-0625/PVC|MILITARY SOLDIER SET|15 DZ|Rp.108,000/DZ|NEW SEPTEMBER||Y9929-0625-PVC|647989
1|R4793-3019/WB|B/O ANIMAL ORGAN W/MUSIC|5 DZ|Rp.450,000/DZ|NEW SEPTEMBER||R4793-3019-WB|647993
1|Y4484-F181/BX|B/O ROLLING BEAR W/SOUND+LIGHT|8 DZ|Rp.330,000/DZ|NEW SEPTEMBER||Y4484-F181-BX|648006
1|Y5230-0301Y-22|WOODEN PUZZLE + PIN|200 PC|Rp.12,500/PC|NEW SEPTEMBER||Y5230-0301Y-22|648007
1|Y5390-0669-1/BX|B/O POLICE LAMBO W/MUISC+LIGHT|7 DZ|Rp.360,000/DZ|NEW SEPTEMBER||Y5390-0669-1-BX|648008
1|Y5572-9808/BX|B/O AVENGER CAR W/SOUND+LIGHT|10 DZ|Rp.255,000/DZ|NEW SEPTEMBER||Y5572-9808-BX|648009
1|Y5957-1699-5|3PC 6" BABY GIRL DOLL|22 DZ|Rp.120,000/DZ|NEW SEPTEMBER||Y5957-1699-5|648010
1|Y6036-0399-02A/BX|B/O GARUDA PLANE W/SOUND+LIGHT|7 DZ|Rp.330,000/DZ|NEW SEPTEMBER||Y6036-0399-02A-BX|648011
1|Y6813-5866/BC|MAGNET ABC-123/2 ASST|500 PC|Rp.5,375/PC|NEW SEPTEMBER||Y6813-5866-BC|647114
1|Y7605-776B-15/PVC|P/B 6PC AVENGERS CAR|12 DZ|Rp.165,000/DZ|NEW SEPTEMBER||Y7605-776B-15-PVC|648239
1|Y7744-9005+CH/WB|R/C 5FC OPEN DOOR ALPHARD+CHRGER|32 PC|Rp.100,000/PC|NEW SEPTEMBER||Y7744-9005+CH-WB|648240
1|Y7953-0228/DBX|12IN1 HELI BLOCKS|48 DZ|Rp.60,000/DZ|NEW SEPTEMBER||Y7953-0228-DBX|648241
1|R2801-0959-70/BB|B/O AVENGERS WALKIE-TALKIE|6 DZ|Rp.390,000/DZ|NEW SEPTEMBER||R2801-0959-70-BB|648012
1|Y1061-5015/WB|B/O OCTOPUS ORGAN/MUSIC+LIGHT|5 DZ|Rp.540,000/DZ|NEW SEPTEMBER||Y1061-5015-WB|648523
1|Y1577-5869D-1D|P/G WATER GAMEBOY|40 DZ|Rp.42,000/DZ|NEW SEPTEMBER||Y1577-5869D-1D|648524
1|Y2724-3019/BX|B/O ORGAN 22KEYS/SASST|10 DZ|Rp.240,000/DZ|NEW SEPTEMBER||Y2724-3019-BX|648525
1|Y3031-9921-1+CH/WB|R/C 1:20 TATOO OFFROAD|30 PC|Rp.82,500/PC|NEW SEPTEMBER||Y3031-9921-1+CH-WB|648526
1|Y3693-6677-4A/WB|RC 1:24 4FC BATMAN CAR/LIGHT|36 PC|Rp.60,000/PC|NEW SEPTEMBER||Y3693-6677-4A-WB|648527
1|Y4377-0168-2/DB|B/O TOBOT WALKIE TALKIE|6 DZ|Rp.420,000/DZ|NEW SEPTEMBER||Y4377-0168-2-DB|648528
1|Y4377-0806/DB|B/O AVENGERS WAKIE TALKIE|6 DZ|Rp.420,000/DZ|NEW SEPTEMBER||Y4377-0806-DB|648529
1|Y4377-WT106/DB|B/O SPIDERMAN W. TALKIE|6 DZ|Rp.420,000/DZ|NEW SEPTEMBER||Y4377-WT106-DB|648530
1|Y5004-YD18A-3/BX|B/O ACT. TWIST CAR/SOUND+LIGHT|6 DZ|Rp.390,000/DZ|NEW SEPTEMBER||Y5004-YD18A-3-BX|648531
1|Y5874-60154/BX|B/O ACROBAT MANKEY/MUSIC+LIGHT|6 DZ|Rp.390,000/DZ|NEW SEPTEMBER||Y5874-60154-BX|648532
1|Y5930-0005-15/BC|UNICORN MAKE-UP SET|20 DZ|Rp.135,000/DZ|NEW SEPTEMBER||Y5930-0005-15-BC|648533
1|Y5949-A585/BC|ANIMAL PLAYSET (PADAT)|28 DZ|Rp.90,000/DZ|NEW SEPTEMBER||Y5949-A585-BC|648534
1|Y7233-0608A|BEAR METAL XYLOPHONE|20 DZ|Rp.150,000/DZ|NEW SEPTEMBER||Y7233-0608A|648536
1|Y7233-1368-1|FROG METAL XYLOPHONE|20 DZ|Rp.150,000/DZ|NEW SEPTEMBER||Y7233-1368-1|648537
1|Y7283-0057-11|1PC SPIDER 12CM|50 DZ|Rp.36,000/DZ|NEW SEPTEMBER||Y7283-0057-11|648538
1|Y7283-0258-43|1PC SHARK 13CM|50 DZ|Rp.36,000/DZ|NEW SEPTEMBER||Y7283-0258-43|648539
1|Y7283-T663-7|1PC CROCODILE 20CM|50 DZ|Rp.36,000/DZ|NEW SEPTEMBER||Y7283-T663-7|648541
1|Y7314-A585|W/U BULU CHICKEN|42 DZ|Rp.42,000/DZ|NEW SEPTEMBER||Y7314-A585|648542
1|Y7314-F283|W/U BULU DUCKING|42 DZ|Rp.42,000/DZ|NEW SEPTEMBER||Y7314-F283|648543
1|Y7795-0638D-1+LS|B/O VIBRATE GEAR GUN W/SOUND+L|5 DZ|Rp.270,000/DZ|NEW SEPTEMBER||Y7795-0638D-1+LS|649114
1|Y8118-0567-A3+CH/WB|R/C 1:20 4PC BATMAN CRAWLER|18 PC|Rp.120,000/PC|NEW SEPTEMBER||Y8118-0567-A3+CH-WB|649115
1|R8007-0998+CH/BX|B/O FLYING SPINNER W/LIGHT|3 DZ|Rp.540,000/DZ|NEW SEPTEMBER||R8007-0998+CH-BX|648617
1|Y0057-0725/WB|B/O 5POOL FISH GAME/MUSIC|5 DZ|Rp.480,000/DZ|NEW SEPTEMBER||Y0057-0725-WB|648618
1|Y0057-0726/WB|B/O 4POOL FISH GAME 7F/MUSIC|6 DZ|Rp.390,000/DZ|NEW SEPTEMBER||Y0057-0726-WB|648619
1|Y1495-9907/BX|B/O TRANSF. THOMAS/MUSIC+LIGHT|6 DZ|Rp.420,000/DZ|NEW SEPTEMBER||Y1495-9907-BX|648620
1|Y1706-0669-1/WB|R/C 2PC SPORT CAR|8 DZ|Rp.315,000/DZ|NEW SEPTEMBER||Y1706-0669-1-WB|648621
1|Y2330-YD18A-3/BX|B/O OPEN DOOR SPORT CAR W/M+LIGHT|8 DZ|Rp.315,000/DZ|NEW SEPTEMBER||Y2330-YD18A-3-BX|648622
1|Y2330-YD18A-6/BX|B/I OPEN DOOR POLICE CAR/MUSIC+L|7 DZ|Rp.330,000/DZ|NEW SEPTEMBER||Y2330-YD18A-6-BX|648623
1|Y2404-0839/BX|B/O MECH T-REX+SHOT/SOUND+LIGHT|24 PC|Rp.87,500/PC|NEW SEPTEMBER||Y2404-0839-BX|648624
0|T5117-0360A-2|F/C POLICE CAR|14 DZ|Rp.108,000/DZ|READY T3||T5117-0360A-2|647410
0|T5898-0521-1/BX|B/O BEN-10 BUS W/MUSIC+LIGHT|6 DZ|Rp.420,000/DZ|NEW JUNI||T5898-0521-1-BX|647411
0|T4609-5088-1|B/O IRON MAN W/LIGHT|30 DZ|Rp.72,000/DZ|NEW JUNI||T4609-5088-1|647412
0|T4793-5555|P/G SPIDERMAN SUV CAR|16 DZ|Rp.84,000/DZ|READY T3||T4793-5555|647413
0|T5177-3908-C4/BB|G0-RANGER+B/O GUN  /SOUND&LIGHT|12 DZ|Rp.240,000/DZ|READY T3||T5177-3908-C4-BB|647414
0|T4730-PL-9POKE/NET|9" POKEMON PRINT BALL|30 DZ|Rp.66,000/DZ|READY T3||T4730-PL-9POKE-NET|647415
0|T4518-0858|CHROME PIRATE SWORD|16 DZ|Rp.114,000/DZ|NEW JUNI||T4518-0858|647416
0|T7201-1928W|ANGRY BIRD WATER GAME|36 DZ|Rp.48,000/DZ|READY T4||T7201-1928W|647417
0|T6355-0332A/BC|B/O 2PC ULTRAMAN+6 ACCS/LIGHT|5 DZ|Rp.345,000/DZ|NEW JUNI 2||T6355-0332A-BC|647418
0|T6293-0333-558+CH/WB|R/C FLYING HORNET W/RAINBOW LIGHT|24 PC|Rp.100,000/PC|READY T4||T6293-0333-558+CH-WB|647419
0|T7245-6600-1/BC|POLICE DART GUN SET|30 DZ|Rp.60,000/DZ|NEW JUNI 2||T7245-6600-1-BC|647420
0|T6314-0398|TOOL SET+KURSI DUDUK|18 PC|Rp.125,000/PC|NEW JUNI 2||T6314-0398|647421
0|T7080-6688O/BC|MONEY+CSN SET|14 DZ|Rp.108,000/DZ|READY T4||T7080-6688O-BC|647422
0|T7924-0329/BX|B/O ATV+MINION W/SOUND+LIGHT|8 DZ|Rp.300,000/DZ|NEW JUNI 2||T7924-0329-BX|647423
0|T7942-0323-1/BX|B/O ATV+DOLL W/SOUND+LIGHT|8 DZ|Rp.270,000/DZ|NEW JUNI 2||T7942-0323-1-BX|647424
1|Y8391-118D-78/BX|B/O ANIMAL ORGAN W/MUSIC+LIGHT|48 PC|Rp.47,500/PC|NEW SEPTEMBER||Y8391-118D-78-BX|647425
1|Y8893-2363-41A/BX|MONOPOLY BOARD GAME|18 DZ|Rp.135,000/DZ|NEW SEPTEMBER||Y8893-2363-41A-BX|647426
1|Y8893-2363-48C/BX|SCRABBLE BOARD GAME|12 DZ|Rp.195,000/DZ|NEW SEPTEMBER||Y8893-2363-48C-BX|647427
0|S7549-5082/BC|PIZZA+DONUT PLAYSET|12 DZ|Rp.135,000/DZ|NEW AGUSTUS 2||S7549-5082-BC|647428
0|S4886-9902-5/BC|DOLL+CLEANING SET|8 DZ|Rp.225,000/DZ|NEW JUNI 2||S4886-9902-5-BC|647429
0|S3258-0958-25/WB|R/C MILITARY HAULER/LIGHT|36 PC|Rp.90,000/PC|NEW MEI 2||S3258-0958-25-WB|647430
0|T0361-0219/WB|B/O PINGPONG TV GAME|36 PC|Rp.56,250/PC|READY T1|B/O GAME ITEMS|T0361-0219-WB|647431
0|T1055-0084-5+6B/WB|R/C RALLY-X W/LIGHT|4 DZ|Rp.630,000/DZ|READY T1||T1055-0084-5+6B-WB|647432
0|T1139-0133/WB|B/O ACTION ANGRY BIRD W/MUSIC+L|12 DZ|Rp.255,000/DZ|READY T1||T1139-0133-WB|647433
0|T0867-0031|SNORKLING+GOGGLE SET|8 DZ|Rp.330,000/DZ|NEW MEI 2||T0867-0031|647434
0|T0765-2029A|BIG CHROMED TRUMPET|16 DZ|Rp.135,000/DZ|READY T1||T0765-2029A|647435
0|T2955-0046|2PC ANGRYBIRD BABY RATTLE|32 DZ|Rp.63,000/DZ|READY T2||T2955-0046|647436
0|T2327-0557-8+CH/WB|R/C CAMARO W/LIGHT|12 PC|Rp.200,000/PC|READY T2||T2327-0557-8+CH-WB|647437
0|T3072-0016-5+CH/WB|R/C RACING CAR W/MUSIC+LIGHT|24 PC|Rp.125,000/PC|READY T2||T3072-0016-5+CH-WB|647438
0|T3139-0506-062/PVC|CHROMED DRUM SET|10 DZ|Rp.195,000/DZ|READY T2||T3139-0506-062-PVC|647439
0|R4639-403Z-GIRLN/BX|B/O SCOOTER W/LIGHT|8 PC|Rp.105,000/PC|SCOOTER||R4639-403Z-GIRLN-BX|647440
0|T6780-3263/CD|12PC SOLDIER SET/CARD|48 CD   |Rp.42,000/CD|NEW JUNI 2||T6780-3263-CD|647441
0|S2577-1378-A1/BC|W/U BATH TOYS|240 PC|Rp.10,000/PC|ALV||S2577-1378-A1-BC|647442
0|S2577-1378-A2/BC|W/U BATH TOYS|240 PC|Rp.9,500/PC|ALV||S2577-1378-A2-BC|647443
0|S2577-1378-A3/BC|W/U BATH TOYS|240 PC|Rp.10,000/PC|ALV||S2577-1378-A3-BC|647444
0|S2577-1378-A6/BC|W/U BATH TOYS|240 PC|Rp.9,500/PC|ALV||S2577-1378-A6-BC|647445
0|S2577-1378-A7/BC|W/U BATH TOYS|216 PC|Rp.12,000/PC|ALV||S2577-1378-A7-BC|647446
0|S2577-1378-A8/BC|W/U BATH TOYS|216 PC|Rp.11,000/PC|ALV||S2577-1378-A8-BC|647447
0|S8644-0791/DB|B/O DIVING SHARK W/LIGHT|96 PC|Rp.18,500/PC|ALV||S8644-0791-DB|647448
0|S8644-0793/BC|B/O DIVING SHARK|144 PC|Rp.12,000/PC|ALV||S8644-0793-BC|647449
0|T1359-1013-16/BX|BLOCK PLAYSET 4ASST|576 PC|Rp.4,500/PC|ALV||T1359-1013-16-BX|647450
0|T6780-0127-2003|GREAT WHITE SHARK|1200 PC|Rp.4,500/PC|ALV||T6780-0127-2003|647451
0|T6780-0127-2011|SHARK|2000 PC|Rp.4,500/PC|ALV||T6780-0127-2011|647452
0|T6780-0127-2022|KILLER WHALE|1200 PC|Rp.4,500/PC|ALV||T6780-0127-2022|647453
0|T6780-0127-2030|BLUE SHARK|2000 PC|Rp.4,500/PC|ALV||T6780-0127-2030|647454
0|T6780-0127-2031|BLUE SHARK|2000 PC|Rp.4,500/PC|ALV||T6780-0127-2031|647455
0|T6780-0127-2036|STINGRAY|2000 PC|Rp.4,500/PC|ALV||T6780-0127-2036|647456
0|T6780-0127-2038|HAMMERHEAD SHARK|2000 PC|Rp.4,500/PC|ALV||T6780-0127-2038|647457
0|T6780-0127-2040|DOLHIN|2000 PC|Rp.4,500/PC|ALV||T6780-0127-2040|647458
0|T6780-0127-2041|BLACKTIP REEF SHARK|2000 PC|Rp.4,500/PC|ALV||T6780-0127-2041|647459
0|T6780-0127-2044|TURTLE|2000 PC|Rp.4,500/PC|ALV||T6780-0127-2044|647460
0|T6780-0127-2048|DOLPHIN|1200 PC|Rp.4,500/PC|ALV||T6780-0127-2048|647461
0|T6780-0127-2020|SPERM WHALE|1200 PC|Rp.4,500/PC|ALV||T6780-0127-2020|647462
0|T6780-0127-2042|SAWSHARK|2000 PC|Rp.4,500/PC|ALV||T6780-0127-2042|647463
0|T6838-2259|B/O BUTTERFLY WAND W/MUSIC+LIGHT|12 DZ|Rp.225,000/DZ|READY T4||T6838-2259|647464
0|T6838-2273-2|B/O FLOWER WAND W/MUSIC+LIGHT|12 DZ|Rp.225,000/DZ|READY T4||T6838-2273-2|647465
0|T6934-0399-9|W/U JUMPING SPGBOB|30 DZ|Rp.60,000/DZ|NEW JUNI 2||T6934-0399-9|647466
0|T7077-1686/BC|B/O DORA TELEPHONE W/MUSIC|12 DZ|Rp.150,000/DZ|READY T4||T7077-1686-BC|647467
0|T7646-0368-1|F/C CONSTRUCTION TRUCK|24 DZ|Rp.96,000/DZ|NEW JUNI 2||T7646-0368-1|647468
0|T7680-0526-24A/BX|S/C CHIRPING BIRD W/SOUND|24 DZ|Rp.108,000/DZ|READY T4||T7680-0526-24A-BX|647469
0|T7680-0526-30|S/C BIRD W/VOICE|40 DZ|Rp.60,000/DZ|NEW JUNI 2||T7680-0526-30|647470
0|T7711-3091/WB|B/O ACTION TIGGER W/MUSIC&LIGHT|3 DZ|Rp.600,000/DZ|READY T4||T7711-3091-WB|647471
0|T6366-0998-43A2/WB|R/C CONSTRUCTION TRUCK W/S+L|32 PC|Rp.85,000/PC|NEW JULI 2||T6366-0998-43A2-WB|647472
0|T8400-0007-153/BC|KITCHEN PLAYSET/2 ASST|30 DZ|Rp.78,000/DZ|NEW JUNI 2||T8400-0007-153-BC|647473
0|T8350-0699-27+CH/WB|R/C ACTION RUST-EZE W/LIGHT|12 PC|Rp.200,000/PC|NEW JUNI 2||T8350-0699-27+CH-WB|647474
0|T8293-0081-8A/BX|B/O X.FIGHTER PLANE /MUSIC+LIGHT|3 DZ|Rp.600,000/DZ|NEW JUNI 2||T8293-0081-8A-BX|647475
0|T8657-2007A/1-3|P/B CONSTRUCTION TRUCK|30 DZ|Rp.78,000/DZ|NEW JUNI 2||T8657-2007A-1-3|647476
0|T8871-0383-39A+CH/WB|R/C CONSTR.TRUCK/MUSIC+LIGHT|24 PC|Rp.105,000/PC|NEW MEI 2||T8871-0383-39A+CH-WB|647477
0|T8935-0897-18A/WB|R/C 1:18 4FC LAMBORGHINI|48 PC|Rp.57,500/PC|NEW JUNI 2||T8935-0897-18A-WB|647478
0|S8095-8077|SUPER WATER GUN|40 DZ|Rp.42,000/DZ|NEW JUNI 2||S8095-8077|647569
0|S7191-0553/BC|P/B 4PC RACER|24 DZ|Rp.90,000/DZ|NEW AGUSTUS 2||S7191-0553-BC|647570
0|S8172-0358-3/BC|B/O FLASHING SPIN STAR W/LIGHT|24 DZ|Rp.96,000/DZ|READY S3||S8172-0358-3-BC|647571
0|S8220-6686-1|F/C CARS CONTAINER|20 DZ|Rp.96,000/DZ|READY S3||S8220-6686-1|647572
0|S8326-9804|POWER SWORD SET|32 DZ|Rp.72,000/DZ|READY S3||S8326-9804|647573
0|S8605-2018B-6/BX|ICE CREAM COLOUR DOUGH|24 PC|Rp.65,000/PC|NEW JUNI 2||S8605-2018B-6-BX|647574
0|S8460-11694/BX|ICE CREAM DOUGH SET|24 PC|Rp.35,000/PC|NEW JUNI 2||S8460-11694-BX|647575
0|S7723-0111-3A|P/G ANGRY BIRD W/ BB BULLET|36 DZ|Rp.54,000/DZ|READY S3||S7723-0111-3A|647576
0|S9804-0779/BC|B/O ANGRY BIRD FAN|16 DZ|Rp.120,000/DZ|READY S3||S9804-0779-BC|647577
0|S9818-0688-8+CH/WB|R/C 4FC RANGE ROVER/LIGHT|36 PC|Rp.80,000/PC|READY S3||S9818-0688-8+CH-WB|647578
0|S8350-0396-5|W/U ANGRY BIRD DRUMMER|24 DZ|Rp.69,000/DZ|NEW JUNI 2||S8350-0396-5|647579
0|Y9031-0082-BX/F|MOTOR+POLICE LEGO/2 ASST|24 DZ|Rp.54,000/DZ|READY Y5||Y9031-0082-BX-F|647580
0|S8731-92319|F/C CONSTRUCTION JEEP|20 DZ|Rp.84,000/DZ|NEW JUNI 2||S8731-92319|647581
0|S9186-0383-5/BC|P/G DORAEMON HELI SET|24 DZ|Rp.66,000/DZ|NEW JUNI 2||S9186-0383-5-BC|647582
0|S9779-0448/WB|AVENGER CAR TRACK SET|8 DZ|Rp.285,000/DZ|NEW MEI 2||S9779-0448-WB|647583
0|S7418-8678/BX|B/O FUNNY PHONE W/MUSIC+LIGHT|8 DZ|Rp.345,000/DZ|NEW JUNI 2||S7418-8678-BX|647584
0|S8625-0222-10A|B/O SPONGEBOB ORGAN W/MUSIC+L|12 DZ|Rp.240,000/DZ|READY S3||S8625-0222-10A|647585
0|S8965-0882/BC|P/R 4PC CARS RACER|16 DZ|Rp.114,000/DZ|NEW JUNI 2||S8965-0882-BC|647586
0|S7791-0201-4A|P/G ANGRY BIRDS|30 DZ|Rp.60,000/DZ|READY S3||S7791-0201-4A|647587
0|S8355-1203/BX|B/O BEN-10 OPEN-DOOR CAR W/M+L|6 DZ|Rp.390,000/DZ|READY S3||S8355-1203-BX|647588
0|S8437-0814-1|F/C BEN-10 RACER|40 DZ|Rp.48,000/DZ|READY S3||S8437-0814-1|647589
0|S8069-0012/BC|TRANSFORMER POLICE RACER|6 DZ|Rp.315,000/DZ|NEW JUNI 2||S8069-0012-BC|647590
0|S8069-0016/BC|TRANSF. TRUCK/5 ASST|4 DZ|Rp.390,000/DZ|NEW JUNI 2||S8069-0016-BC|647591
0|S8069-0017/BC|TRANSF/ ROBOT/6 ASST|3 DZ|Rp.480,000/DZ|NEW JUNI 2||S8069-0017-BC|647592
0|S8069-0019/BC|TRANSF. MOTORCYCLE/2 ASST|10 DZ|Rp.195,000/DZ|NEW JUNI 2||S8069-0019-BC|647593
0|S8069-0028/BC|TRANSF. FIGHTER/3 ASST|5 DZ|Rp.345,000/DZ|NEW JUNI 2||S8069-0028-BC|647594
0|Y1955-2009-22/WB|B/O TRAIN SET W/LIGHT|6 DZ|Rp.360,000/DZ|NEW AGUSTUS||Y1955-2009-22-WB|647595
0|Y3912-JL-3800A-2|10PC REFILL EVA BULLET|40 DZ|Rp.30,000/DZ|NEW AGUSTUS||Y3912-JL-3800A-2|647596
